Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
2022-07-01,4924.1869,26293.1869,3279.1869,1645.00,23014.00
2022-07-02,2089.975 ,31760.975 ,1964.975 , 125.00,29796.00
2022-07-03,4139.8014,34124.8014,4074.8014,65.00,30050.00
2022-07-04,7934.4267,19622.4267,4114.4267,3820.00,15508.00
2022-07-05,9929.79,24309.79,5346.79,4583.00,18963.00
2022-07-06,7602.6128,25980.6128,5457.6128,2145.00,20523.00
2022-07-07,15230.1697,21185.1697,6189.1697,9041.00,14996.00
2022-07-08,20289.6897,27375.6897,6603.6897,13686.00,20772.00
2022-07-09,18990.9736,32622.9736,9992.9736,8998.00,22630.00
2022-07-10,12885.915 ,35413.915 ,8452.915 ,4433.00,26961.00
2022-07-11,14408.9739,28802.9739,9040.9739,5368.00,19762.00
2022-07-12,18064.5861,30514.5861,9508.5861,8556.00,21006.00
2022-07-13,16199.4756,34549.4756,10246.4756,5953.00,24303.00
2022-07-14,17857.7364,34640.7364,10388.7364,7469.00,24252.00
2022-07-15,21363.5397,27266.5397,9262.5397,12101.00,18004.00
2022-07-16,16587.7831,31904.7831,11799.7831,4788.00,20105.00
2022-07-17,21552.0586,21168.0586,7489.0586,14063.00,13679.00
2022-07-18,22604.3833,24536.3833,9720.3833,12884.00,14816.00
2022-07-19,15870.1908,25277.1908,7443.1908,8427.00,17834.00
2022-07-20,10841.8775,27123.8775,6489.8775,4352.00,20634.00
2022-07-21,8452.1986,31614.1986,6310.1986,2142.00,25304.00
2022-07-22,14628.3303,27470.3303,8475.3303,6153.00,18995.00
2022-07-23,12150.1597,23091.1597,6137.1597,6013.00,16954.00
2022-07-24,19674.1003,19088.1003,7601.1003,12073.00,11487.00
2022-07-25,22932.4094,26696.4094,9416.4094,13516.00,17280.00
2022-07-26,20135.4483,23111.4483,8191.4483,11944.00,14920.00
2022-07-27,24661.7733,27616.7733,8910.7733,15751.00,18706.00
2022-07-28,23784.6417,27137.6417,11989.6417,11795.00,15148.00
2022-07-29,25700.5669,21581.5669,5968.5669,19732.00,15613.00
2022-07-30,26196.7089,27176.7089,6334.7089,19862.00,20842.00
2022-07-31,19636.2003,33171.2003,11249.2003,8387.00,21922.00
2022-08-01,22810.4694,24979.4694,8034.4694,14776.00,16945.00
2022-08-02,26711.0175,27517.0175,10314.0175,16397.00,17203.00
2022-08-03,21393.0478,21384.0478,8059.0478,13334.00,13325.00
2022-08-04,4898.3336,12687.3336,2544.3336,2354.00,10143.00
2022-08-05,22843.4625,15072.4625,7218.4625,15625.00,7854.00
2022-08-06,24773.6586,13280.6586,4782.6586,19991.00,8498.00
2022-08-07,19265.7689,14352.7689,5106.7689,14159.00,9246.00
2022-08-08,28955.1572,22718.1572,8361.1572,20594.00,14357.00
2022-08-09,27167.0022,26810.0022,12275.0022,14892.00,14535.00
2022-08-10,25594.5253,21265.5253,5273.5253,20321.00,15992.00
2022-08-11,15548.8122,28425.8122,10194.8122,5354.00,18231.00
2022-08-12,8029.8625,22271.8625,4708.8625,3321.00,17563.00
2022-08-13,25953.8711,22022.8711,8893.8711,17060.00,13129.00
2022-08-14,27659.6383,20082.6383,5865.6383,21794.00,14217.00
2022-08-15,23197.5306,21646.5306,8762.5306,14435.00,12884.00
2022-08-16,30998.8997,27219.8997,10142.8997,20856.00,17077.00
2022-08-17,30520.3408,26005.3408,13612.3408,16908.00,12393.00
2022-08-18,23679.4736,15587.4736,3570.4736,20109.00,12017.00
2022-08-19,18062.6981,7648.6981,1605.6981,16457.00,6043.00
2022-08-20,22711.8414,3538.8414,1641.8414,21070.00,1897.00
2022-08-21,33287.0539,3617.0539,1781.0539,31506.00,1836.00
2022-08-22,34947.1758,8440.1758,1871.1758,33076.00,6569.00
2022-08-23,18732.645 ,26236.645 ,7968.645 ,10764.00,18268.00
2022-08-24,34917.7428,25065.7428,9579.7428,25338.00,15486.00
2022-08-25,21361.34,22993.34,7852.34,13509.00,15141.00
2022-08-26,25473.8258,20842.8258,7904.8258,17569.00,12938.00
2022-08-27,23885.0333,23294.0333,8980.0333,14905.00,14314.00
2022-08-28,29994.4989,17812.4989,8317.4989,21677.00,9495.00
2022-08-29,24840.3878,16050.3878,7619.3878,17221.00,8431.00
2022-08-30,33869.9344,15701.9344,7104.9344,26765.00,8597.00
2022-08-31,31858.9739,16037.9739,7284.9739,24574.00,8753.00
2022-09-01,28599.4358,11013.4358,3215.4358,25384.00,7798.00
2022-09-02,18740.4636,13779.4636,6079.4636,12661.00,7700.00
2022-09-03,14439.945 ,32627.945 ,11152.945 ,3287.00,21475.00
2022-09-04,32582.9689,14211.9689,5213.9689,27369.00,8998.00
2022-09-05,33988.5469,20992.5469,10275.5469,23713.00,10717.00
2022-09-06,35015.2328,17976.2328,7692.2328,27323.00,10284.00
2022-09-07,36783.9053,21280.9053,12238.9053,24545.00,9042.00
2022-09-08,34741.4275,16291.4275,8749.4275,25992.00,7542.00
2022-09-09,21444.355 ,17697.355 ,6507.355 ,14937.00,11190.00
2022-09-10,31567.46,13346.46,6986.46,24581.00,6360.00
2022-09-11,44412.9978,11410.9978,4989.9978,39423.00,6421.00
2022-09-12,40533.4194,18701.4194,9174.4194,31359.00,9527.00
2022-09-13,38721.1531,22625.1531,11249.1531,27472.00,11376.00
2022-09-14,38568.7869,20274.7869,7354.7869,31214.00,12920.00
2022-09-15,20968.3753,17759.3753,7407.3753,13561.00,10352.00
2022-09-16,43989.6047,20433.6047,11767.6047,32222.00,8666.00
2022-09-17,39305.8947,19079.8947,11592.8947,27713.00,7487.00
2022-09-18,47224.61,18838.61,10824.61,36400.00,8014.00
2022-09-19,38806.5186,14175.5186,7599.5186,31207.00,6576.00
2022-09-20,38304.0878,15613.0878,8199.0878,30105.00,7414.00
2022-09-21,18535.6158,20685.6158,9964.6158,8571.00,10721.00
2022-09-22,17495.26,14033.26,6602.26,10893.00,7431.00
2022-09-23,17018.0381,21564.0381,11720.0381,5298.00,9844.00
2022-09-24,29822.595 ,21243.595 ,11496.595 ,18326.00,9747.00
2022-09-25,50463.8114,22131.8114,15386.8114,35077.00,6745.00
2022-09-26,28695.2833,11330.2833,6001.2833,22694.00,5329.00
2022-09-27,26849.6719,17970.6719,9737.6719,17112.00,8233.00
2022-09-28,39253.4383,16059.4383,8640.4383,30613.00,7419.00
2022-09-29,33262.5617,14556.5617,8239.5617,25023.00,6317.00
2022-09-30,29401.6131,17484.6131,8713.6131,20688.00,8771.00
2022-10-01,34754.7194,13566.7194,5407.7194,29347.00,8159.00
2022-10-02,37462.1583,15261.1583,7128.1583,30334.00,8133.00
2022-10-03,43603.5678,13774.5678,9112.5678,34491.00,4662.00
2022-10-04,40266.0761,11383.0761,5598.0761,34668.00,5785.00
2022-10-05,7562.2239,16335.2239,4908.2239,2654.00,11427.00
2022-10-06,10226.0678,25131.0678,8673.0678,1553.00,16458.00
2022-10-07,23916.2083,16566.2083,9475.2083,14441.00,7091.00
2022-10-08,24676.0797,9611.0797,3589.0797,21087.00,6022.00
2022-10-09,36769.5986,16904.5986,11601.5986,25168.00,5303.00
2022-10-10,34380.6958,17209.6958,10547.6958,23833.00,6662.00
2022-10-11,31659.0261,21387.0261,12427.0261,19232.00,8960.00
2022-10-12,25845.3839,11699.3839,5613.3839,20232.00,6086.00
2022-10-13,29454.5969,16520.5969,9404.5969,20050.00,7116.00
2022-10-14,48227.1964,17839.1964,9761.1964,38466.00,8078.00
2022-10-15,55973.7917,18411.7917,10300.7917,45673.00,8111.00
2022-10-16,53071.8772,21940.8772,11082.8772,41989.00,10858.00
2022-10-17,32216.4136,12101.4136,7630.4136,24586.00,4471.00
2022-10-18,15197.4632,15322.5709,7714.7391,8784.1789,8909.2866
2022-10-19,46070.5097,17236.5097,12153.5097,33917.00,5083.00
2022-10-20,18234.7864,17553.7864,9626.7864,8608.00,7927.00
2022-10-21,22647.5572,18800.5572,9376.5572,13271.00,9424.00
2022-10-22,31665.4383,17106.4383,11685.4383,19980.00,5421.00
2022-10-23,18137.0586,21799.0586,10563.0586,7574.00,11236.00
2022-10-24,13910.8683,13584.8683,6171.8683,7739.00,7413.00
2022-10-25,35897.8625,14914.8625,8451.8625,27446.00,6463.00
2022-10-26,50356.5222,14313.5222,8822.5222,41534.00,5491.00
2022-10-27,37330.4528,16526.4528,11549.4528,25781.00,4977.00
2022-10-28,60086.3278,13071.3278,9206.3278,50880.00,3865.00
2022-10-29,64073.0286,13542.0286,9851.0286,54222.00,3691.00
2022-10-30,59073.5889,15666.5889,11899.5889,47174.00,3767.00
2022-10-31,26163.635,10284.635,5562.635,20601.00,4722.00
